-5.523209997935390803e+00,-2.907373999924631747e+00,5.575131376766490732e+00,-2.278867691277296714e+00,5.726835070852875909e+00,1.000000000000000000e+00
-3.599716748606662975e+01,8.551318603675554186e+01,2.662826550826665084e+00,3.885221053829378945e+01,4.042773626221429595e+01,2.000000000000000000e+00
-4.686835355344374676e+01,8.597350809697154261e+01,1.851978969010744791e+01,4.914684399500590928e+01,1.883639325731338943e+01,3.000000000000000000e+00
4.323943598272848021e-01,1.008896421007317485e+02,6.348349711852925736e+01,4.781180716742993297e+01,2.772398910102844383e+01,4.000000000000000000e+00
4.022292892370103345e+00,9.003312110946738756e+01,6.254773079996812157e+01,6.794511977449479900e+01,3.459723966655779748e+01,5.000000000000000000e+00
1.618099575177865290e+00,9.385845291415785141e+01,5.817397340000761119e+01,7.277563950273054161e+01,3.652240675111647761e+01,6.000000000000000000e+00
3.158951340658521900e+00,9.641900586086711655e+01,6.143895301370591255e+01,6.699257273309828520e+01,3.575016850251911649e+01,7.000000000000000000e+00
3.133774996819827408e+00,9.604141110549979032e+01,6.118163094422342851e+01,6.782152681933592930e+01,3.583766067832424795e+01,8.000000000000000000e+00
4.050521327552417006e+00,9.565176651702230970e+01,6.167857182026113350e+01,6.891825302047064383e+01,3.464496338190959079e+01,9.000000000000000000e+00
4.737408431718947099e+00,9.713209185615633601e+01,6.293559914739383032e+01,7.581402512024931184e+01,3.279604169772703415e+01,1.000000000000000000e+01
4.787722687612053107e+00,9.703736155751369097e+01,6.290722345509671953e+01,7.582937104389097271e+01,3.277617265578452788e+01,1.100000000000000000e+01
6.991542369225118847e+00,1.019360698922414628e+02,5.981440844416992775e+01,7.877493224690898899e+01,3.316583061385826880e+01,1.200000000000000000e+01
6.985194040214539157e+00,1.023385526594526738e+02,5.972711856636311722e+01,7.813214152752320274e+01,3.314448117461549259e+01,1.300000000000000000e+01
4.687478941466387994e+00,1.012045755995703473e+02,6.093717152170162876e+01,8.267807718644732518e+01,3.141221514166484496e+01,1.400000000000000000e+01
3.908783319983629934e+00,1.001916108484473966e+02,6.082478311342225652e+01,8.344916777317027368e+01,3.098641173594884890e+01,1.500000000000000000e+01
5.102760929613514129e+00,9.928001928541954157e+01,6.058414163466868985e+01,8.216623284630269097e+01,3.076690927342728088e+01,1.600000000000000000e+01
4.746898432975398485e+00,9.858827290286036771e+01,6.054693698009050706e+01,8.242153500346560691e+01,3.038077789378994709e+01,1.700000000000000000e+01
5.212269989729790609e+00,9.808804355339754011e+01,6.043442085814260167e+01,8.211784596652370283e+01,3.150890032210201142e+01,1.800000000000000000e+01
4.275291535531365206e+00,9.842000346377476205e+01,6.032497727754466155e+01,8.375205438794969837e+01,3.166519624723296644e+01,1.900000000000000000e+01
3.218601271470532765e+00,9.962874279331924754e+01,5.964712946597035881e+01,8.126516790372676269e+01,3.425864541468996549e+01,2.000000000000000000e+01
2.875271380718210423e+00,1.017944621599989148e+02,5.899349062838504665e+01,8.051378449275607352e+01,3.567318111736094721e+01,2.100000000000000000e+01
3.267613095750268482e+00,1.009504495863713203e+02,5.814829534856861670e+01,7.941012110998134688e+01,3.580973744500228406e+01,2.200000000000000000e+01
3.340425689072640036e+00,1.008728896085200546e+02,5.809497267834503020e+01,7.917469545009757326e+01,3.582167679162557761e+01,2.300000000000000000e+01
2.980419159606797486e+00,1.004067179919188675e+02,5.780721895223591389e+01,7.856105488531693481e+01,3.570194262417694375e+01,2.400000000000000000e+01
