2.345117749900745352e+01,-1.927425619052573325e+01,2.628316420151706723e+01,-1.128078276188281137e+01,-1.329491225297035939e+01,5.029899769312839908e+01,2.324804121286307890e+01,1.644547558530722142e+01,7.100367581626585434e+00,7.541116954007625495e+00,1.610824436313197694e+01,1.000000000000000000e+00
2.541534721198501501e+01,-1.775854492445538213e+01,2.665605392251626071e+01,-1.130976171205012193e+01,-1.430301683687936354e+01,5.024473250293669935e+01,2.089801536109742841e+01,1.723268563352657168e+01,7.583250496349847047e+00,9.118385085531070189e+00,1.540771829695403738e+01,2.000000000000000000e+00
2.753752410761144631e+00,-1.311522000383555486e+00,4.635740854332922822e+01,1.328641478613341143e+01,-2.269736248363878772e+01,6.311208151295229385e+01,2.401955728505835452e+01,2.112309124435402907e+01,-3.491300559851768526e+01,2.518347469713859610e+01,8.784995794961552917e+00,3.000000000000000000e+00
2.385108878809931099e+01,-2.898227545823874962e+01,8.836801366811383218e+01,2.633608090014649505e+01,6.512389773251264558e+00,3.050927338981137993e+01,3.260775713246491847e+01,1.499804133441802456e+01,-3.631268183713052622e+01,4.438332620110362114e+01,-3.047557927998928662e+00,4.000000000000000000e+00
2.450580386012360279e+01,-2.829756561303717888e+01,8.887853884314877462e+01,2.638048002910341694e+01,5.984992565074618298e+00,2.993676674844024888e+01,3.291874267292957512e+01,1.460504029811491833e+01,-3.665431960742606776e+01,4.359263095035692714e+01,-2.157786998735486961e+00,5.000000000000000000e+00
3.811968805055325760e+01,-1.189979579676187171e+00,7.756982857299111345e+01,4.519248187311320919e+01,3.006555153940085745e+01,4.360031525511810457e+01,5.350454417223976122e+01,1.387096802882542335e+00,-2.456909058850778038e+01,5.137905168221585939e+01,-5.894147639691724727e+00,6.000000000000000000e+00
2.725342277290806337e+01,-2.409717146177356994e-01,7.802372186442627822e+01,4.862690865678828800e+01,3.860145066540066949e+01,4.081433887448108777e+01,4.568638295230667268e+01,4.375362445195285943e+00,-1.764562351539475316e+01,6.813447586641512999e+01,2.580682206238173748e+01,7.000000000000000000e+00
2.059883463095433598e+01,7.664345779769821121e+00,8.825435811601303726e+01,4.785987218802784326e+01,4.494188329282137317e+01,4.108862065385778806e+01,4.426778349842778937e+01,1.592447886534675661e+01,-9.975053467457716039e+00,5.907702933247271915e+01,2.321613117379762059e+01,8.000000000000000000e+00
1.809101715320144876e+01,4.177645610155597211e+00,8.936258239649330903e+01,6.056286481108462283e+01,3.608938322019680101e+01,4.047186387805750485e+01,4.444899390890276436e+01,1.444896126197929576e+01,-1.054014576978985929e+00,5.773111875717160757e+01,2.234506363712697663e+01,9.000000000000000000e+00
-3.095895478106932330e+00,2.200632704540030460e+01,1.030845547471392365e+02,2.989121330156046241e+01,1.373298697061314755e+01,2.665638286971238813e+01,7.125535855058696200e+01,-1.894481829637838288e+00,1.870142239100207249e+01,8.566586359900635728e+01,1.155333732037259153e+01,1.000000000000000000e+01
6.641149708671832741e+00,2.280318394314909369e+01,7.981361924715361056e+01,3.741594974909457960e+01,4.527025453287677692e+00,2.116971824471193031e+00,1.024501142037152022e+02,4.693032945811228274e+01,1.236315153704657632e+01,9.656607199927871932e+01,1.342118913984482731e+01,1.100000000000000000e+01
8.025139427469056841e-01,2.226412869444701670e+01,9.091557670956076720e+01,3.195809389946887080e+01,6.001743348724900784e+00,1.133992658009989896e+01,8.976406117825004571e+01,2.659815252528386509e+01,1.593207930491131563e+01,9.303616667187873190e+01,1.223614809190298658e+01,1.200000000000000000e+01
2.839260195944582676e+00,2.148512726585556010e+01,8.691236123195810137e+01,3.249667769976420573e+01,1.054591383097979929e+01,1.413588620697214537e+01,8.864856767128033255e+01,2.856161329881348365e+01,1.242577047657363565e+01,9.090554720745724637e+01,1.275953684196130489e+01,1.300000000000000000e+01
3.192258828577530849e+00,2.238334593789636529e+01,8.744158186859762338e+01,3.326374844257246366e+01,1.299377644867504955e+01,1.778302960959475598e+01,8.565032112627187644e+01,2.358735469425704423e+01,1.176966015301453439e+01,8.756294989917063276e+01,1.324653834077948034e+01,1.400000000000000000e+01
3.950009174448414484e+00,2.223447005584586122e+01,8.684126372067331090e+01,3.332202963114156091e+01,1.462066037929849927e+01,1.847593421317576201e+01,8.477222375695053813e+01,2.384405841618046651e+01,1.157633254459904748e+01,8.679086592039233494e+01,1.185213790773997289e+01,1.500000000000000000e+01
3.655593722553295066e+00,2.215571883460395952e+01,8.719603840452890609e+01,3.321667740808722158e+01,1.487016397013798041e+01,1.937605033825607137e+01,8.427532283245776057e+01,2.342348538082627130e+01,1.200028105673949241e+01,8.658556406811489126e+01,1.165929278299563521e+01,1.600000000000000000e+01
3.468138903253779937e+00,2.278809064664004325e+01,8.627570789146992070e+01,3.318763216193877952e+01,1.764459939105496744e+01,1.953339251644406716e+01,8.395318714220690026e+01,2.244295877320627852e+01,1.129702364575678786e+01,8.628948886572254651e+01,1.145715318010945794e+01,1.700000000000000000e+01
3.313177884537239493e+00,2.275321692791166583e+01,8.632260202553024442e+01,3.290805276177279381e+01,1.788287947668047195e+01,1.939203573230864919e+01,8.410283328394339719e+01,2.274619767734968079e+01,1.083648667034836777e+01,8.596336798055283168e+01,1.146865126528975054e+01,1.800000000000000000e+01
2.952846949417559763e+00,2.239567761472234508e+01,8.518701848040714708e+01,3.236643672965894325e+01,1.702170163913652345e+01,1.888606096865544259e+01,8.434155294691773008e+01,2.271682526507439803e+01,1.090641188576967124e+01,8.615468732902876070e+01,1.149134553111346690e+01,1.900000000000000000e+01
2.944432418905794879e+00,2.238750389906157068e+01,8.518087439153944729e+01,3.239433223199901590e+01,1.702961326007697807e+01,1.884868602240176472e+01,8.436574635145046841e+01,2.277025145758527458e+01,1.087868238137379073e+01,8.614319593384124119e+01,1.155754580214475169e+01,2.000000000000000000e+01
3.156546140049107052e+00,2.277546832670179811e+01,8.490335461321143384e+01,3.198662452524371247e+01,1.685175267281213962e+01,1.838237497869561565e+01,8.468931171355947640e+01,2.295099777425032528e+01,1.100795073801617185e+01,8.643110188245488246e+01,1.156962334878078025e+01,2.100000000000000000e+01
3.035236539292669455e+00,2.386021253272187792e+01,8.637021097296178596e+01,3.207014270315619342e+01,1.621423918820727295e+01,1.792162281657366663e+01,8.412181096847965023e+01,2.198559737300527317e+01,1.201858620851936976e+01,8.676116959101878479e+01,1.157947144226447733e+01,2.200000000000000000e+01
2.959473459154877695e+00,2.403972748454699371e+01,8.664736685376139746e+01,3.195118920144279429e+01,1.642839567215354180e+01,1.811945401024655666e+01,8.386526610638355805e+01,2.189003217010813884e+01,1.204449562648006022e+01,8.673992760883160713e+01,1.130124022791516936e+01,2.300000000000000000e+01
2.918405288797102592e+00,2.369038678804199805e+01,8.683314957296929038e+01,3.192275888228724412e+01,1.671183244920378286e+01,1.799727513813147795e+01,8.390966141698453384e+01,2.265455756328391246e+01,1.232034764262985505e+01,8.624780118377263705e+01,1.138792014280648601e+01,2.400000000000000000e+01
3.366001588768042119e+00,2.085380900885586186e+01,8.791395371483241661e+01,3.849360368909600538e+01,2.042871158080005500e+01,1.994175166442713731e+01,8.144501612201112550e+01,2.785925680728185583e+01,1.290250868985720700e+01,8.356345388585214096e+01,1.244066209617495389e+01,2.500000000000000000e+01
3.495910719599454097e+00,2.118223695144191865e+01,8.702204789767729665e+01,3.710922386254753036e+01,1.911439086789636121e+01,2.115417929235459837e+01,8.129043468551820695e+01,2.747108584363215300e+01,1.346478702091022228e+01,8.399279332469711790e+01,1.140045786289698881e+01,2.600000000000000000e+01
3.625182383505729078e+00,2.120124787572634517e+01,8.705270797924232795e+01,3.737712746295130017e+01,1.931553273159114070e+01,2.126699796695768541e+01,8.137420360995493240e+01,2.754441508940893613e+01,1.361089576848655902e+01,8.382181969689440848e+01,1.139213538774028400e+01,2.700000000000000000e+01
2.672674633517246434e+00,2.064546952999924656e+01,8.703594775374618564e+01,3.988522123149129328e+01,1.892896732299497842e+01,2.258621335204975011e+01,8.149474227861236386e+01,2.804929602736500982e+01,1.564872028719065611e+01,8.386366609176664610e+01,1.064978633862088131e+01,2.800000000000000000e+01
