-1.842541881785363378e-01,7.739452213913120993e+00,1.060034299897974641e+01,1.052089064457707579e+01,9.365253118112853770e+00,1.212514403239334371e+01,8.825782606369044103e+00,1.012208238632004154e+01,9.277944013677053903e+00,1.170104464735975647e+01,1.126391468628357195e+01,9.802939672327390497e+00,1.011193811627431138e+01,8.882700667551697293e+00,7.315846855058930842e+00,9.905797109713153858e+00,1.022377051869928621e+01,1.137276462850311987e+01,1.112983545391115570e+01,9.256604288005728876e+00,9.769541727586616986e+00,1.110000000000000000e+02
-2.480947419943779486e-01,7.763841668883653568e+00,1.062831526251888725e+01,1.058496848662073475e+01,9.394659390374938468e+00,1.208558741592348795e+01,8.998840313497016297e+00,1.010069964344658544e+01,9.296523956576375980e+00,1.167061978437883951e+01,1.125326799907465869e+01,9.721625390995116689e+00,1.010074807550338072e+01,8.838591213966878968e+00,7.390827157537815495e+00,9.890210012884582014e+00,1.015125864882667628e+01,1.143791003987917065e+01,1.119197162808491441e+01,9.282983182527079435e+00,9.841484995133477298e+00,1.180000000000000000e+02
-3.090054894825845500e-01,7.732560475663715849e+00,1.061310856754759158e+01,1.053688935789256043e+01,9.491257931356573252e+00,1.212711870916214352e+01,9.046549388217638210e+00,1.008881588297484555e+01,9.295621454953980844e+00,1.174812456177751940e+01,1.124600375198014390e+01,9.656573742738553179e+00,1.004663784439510721e+01,8.768963532665482674e+00,7.498742351201228118e+00,9.896516006444542768e+00,1.011424425654455739e+01,1.144866050591092765e+01,1.123117380338191573e+01,9.380457012681873152e+00,9.858627821840759253e+00,1.210000000000000000e+02
-3.320225026474493135e-01,7.731420362538947266e+00,1.068340668112403335e+01,1.055742932813842216e+01,9.520590093254888586e+00,1.216108510988758518e+01,9.029187249709901053e+00,1.012559890378750893e+01,9.354969682630819960e+00,1.173667427181494460e+01,1.122736581795500754e+01,9.692097198285527071e+00,1.000601116015079484e+01,8.753395315998350412e+00,7.527330849224775022e+00,9.881759210096221935e+00,1.012150020815801810e+01,1.152612438563803288e+01,1.121345401082710502e+01,9.380468594830489337e+00,9.799577034575619905e+00,1.240000000000000000e+02
-4.239204926913404115e-01,7.771965469425885509e+00,1.062062976955067484e+01,1.049232854435498297e+01,9.587032082647278131e+00,1.216277764543147377e+01,9.001327292395217228e+00,1.015170570218018042e+01,9.433998077777342672e+00,1.184164651068532237e+01,1.137362969281458902e+01,9.640435579403503041e+00,9.956831962798792901e+00,8.687807164206148514e+00,7.595152344417005708e+00,9.822695267036596789e+00,1.009481377998204366e+01,1.157032588938368356e+01,1.134581684995145423e+01,9.457330564315878263e+00,9.735281866194643641e+00,1.290000000000000000e+02
-3.421576341205087024e-01,7.653939099942761004e+00,1.058556082627854877e+01,1.047564121440846918e+01,9.597700003043144079e+00,1.214867129322753314e+01,8.959135407170613519e+00,1.016721178446739238e+01,9.372339147767915435e+00,1.183176075791832993e+01,1.134832380281086728e+01,9.681226846673689934e+00,9.959012386343626844e+00,8.691720869288763751e+00,7.621761463213294618e+00,9.938184141713819031e+00,9.931489756411430392e+00,1.147517646525832014e+01,1.133857070930202759e+01,9.483339686742009889e+00,9.731379528557120295e+00,1.320000000000000000e+02
-3.117448700113267801e-01,7.643545070991704549e+00,1.064733398607124926e+01,1.047520505849429640e+01,9.646790166165606806e+00,1.214549503297059196e+01,8.923677545555840140e+00,1.010587471610667798e+01,9.470431305777882613e+00,1.176493973361272793e+01,1.138780483328011073e+01,9.644668932991407928e+00,9.951026064613634148e+00,8.740334784005652224e+00,7.712974338716847456e+00,9.963338100230242134e+00,9.961979910342972033e+00,1.153865672749481597e+01,1.136514086781971500e+01,9.617828210085376028e+00,9.763067726696654347e+00,1.390000000000000000e+02
-2.782856538891665954e-01,7.608766012081266794e+00,1.071748829938498915e+01,1.033884384403161683e+01,9.573442043578069161e+00,1.215008254252993147e+01,8.893113244993774202e+00,1.017862125494562164e+01,9.494396307498321974e+00,1.173225669547345262e+01,1.130115750620283066e+01,9.645940606365289938e+00,9.942227298148761605e+00,8.812365877380809565e+00,7.695083545928007140e+00,9.996948795801271714e+00,1.011941937030309369e+01,1.145470582405496529e+01,1.129411003040941353e+01,9.537623970197135037e+00,9.832734671718501573e+00,1.420000000000000000e+02
-2.740785603153262917e-01,7.417189447548066639e+00,1.071312798235835828e+01,1.051398298664834385e+01,9.595811026431805502e+00,1.218981802526627689e+01,8.906950079280299803e+00,1.018549433930265025e+01,9.543547541715575733e+00,1.162332549998470022e+01,1.126197048593151173e+01,9.536325879602635780e+00,9.975104498911422368e+00,8.735213537106202963e+00,7.777456681311816666e+00,9.842349103190411341e+00,1.013479784945367257e+01,1.140111377239144197e+01,1.139377187401206903e+01,9.549586997405949518e+00,9.925897999315500542e+00,1.480000000000000000e+02
-2.623604673073115512e-01,7.525656806103833141e+00,1.066656322663840939e+01,1.048510314163087642e+01,9.595576950817898521e+00,1.214921129449750126e+01,8.759515529615738316e+00,1.019748279977302552e+01,9.485539617022615388e+00,1.166323708281517035e+01,1.122148786600862280e+01,9.482918800806457327e+00,9.963627642206938972e+00,8.793596221316205330e+00,7.855729179070149115e+00,9.859015526686272679e+00,1.027025061851329113e+01,1.139589410876824438e+01,1.122676713840045437e+01,9.503280315409641688e+00,9.913116166868892520e+00,1.520000000000000000e+02
