3.014506099098891667e+00,3.265631595415521282e+00,-2.247026346380023298e+00,-1.602046990320028785e-01,-2.534777886456219820e-01,1.000000000000000000e+00
3.346259134456813111e+00,3.458340008374748642e+00,-1.757451026934399252e+00,2.743044885047867698e+00,-2.667924398432504340e-04,2.000000000000000000e+00
4.019663017443730446e+00,2.736446624928856153e+00,-2.121298321761380112e+00,2.598776469711134851e+00,2.024483420409569412e+00,3.000000000000000000e+00
6.590948759526952472e+00,-1.041118218735903156e+00,-3.914814932704082651e+00,3.075339293592783463e+00,-4.658613346503646113e-01,4.000000000000000000e+00
1.000000000002910383e+01,-9.505758641867032566e-01,9.103705879024346359e-01,1.893895681567300926e+00,-7.844787675067834698e-01,5.000000000000000000e+00
9.999999999999772626e+00,-9.505758641843158330e-01,9.103705878610526270e-01,1.893895681575145318e+00,-7.844787675014797124e-01,6.000000000000000000e+00
9.999999999999914735e+00,-9.505758641843655710e-01,9.103705878616210612e-01,1.893895681575394008e+00,-7.844787675014912587e-01,7.000000000000000000e+00
1.000000000000001243e+01,-9.505758641843367052e-01,9.103705878618093550e-01,1.893895681575353818e+00,-7.844787675014890382e-01,8.000000000000000000e+00
9.999999999999996447e+00,-9.505758641843351509e-01,9.103705878618022496e-01,1.893895681575354484e+00,-7.844787675014885941e-01,9.000000000000000000e+00
9.999999999999996447e+00,-9.505758641843362611e-01,9.103705878617986968e-01,1.893895681575359369e+00,-7.844787675014881501e-01,1.000000000000000000e+01
1.000000000000000000e+01,-9.505758641843395917e-01,9.103705878618040259e-01,1.893895681575357592e+00,-7.844787675014911477e-01,1.100000000000000000e+01
9.999999999999987566e+00,-9.505758641843373713e-01,9.103705878618075786e-01,1.893895681575354928e+00,-7.844787675014925910e-01,1.200000000000000000e+01
1.000000000000000533e+01,-9.505758641843324863e-01,9.103705878618071345e-01,1.893895681575359591e+00,-7.844787675014854855e-01,1.300000000000000000e+01
9.999999999999998224e+00,-9.505758641843313761e-01,9.103705878618090219e-01,1.893895681575359813e+00,-7.844787675014810446e-01,1.400000000000000000e+01
1.000000000000000533e+01,-9.505758641843340406e-01,9.103705878618075786e-01,1.893895681575357592e+00,-7.844787675014881501e-01,1.500000000000000000e+01
1.000000000000000355e+01,-9.505758641843359280e-01,9.103705878618092440e-01,1.893895681575350931e+00,-7.844787675014899264e-01,1.600000000000000000e+01
1.000000000000000178e+01,-9.505758641843373713e-01,9.103705878618096881e-01,1.893895681575353818e+00,-7.844787675014854855e-01,1.700000000000000000e+01
9.999999999999992895e+00,-9.505758641843362611e-01,9.103705878618075786e-01,1.893895681575353818e+00,-7.844787675014864847e-01,1.800000000000000000e+01
9.999999999999994671e+00,-9.505758641843393697e-01,9.103705878618090219e-01,1.893895681575352707e+00,-7.844787675014854855e-01,1.900000000000000000e+01
1.000000000000000533e+01,-9.505758641843330414e-01,9.103705878618068015e-01,1.893895681575358259e+00,-7.844787675014870398e-01,2.000000000000000000e+01
9.999999999999996447e+00,-9.505758641843405909e-01,9.103705878618160163e-01,1.893895681575355816e+00,-7.844787675014893713e-01,2.100000000000000000e+01
9.999999999999996447e+00,-9.505758641843382595e-01,9.103705878618122416e-01,1.893895681575352041e+00,-7.844787675014885941e-01,2.200000000000000000e+01
1.000000000000000355e+01,-9.505758641843400358e-01,9.103705878618180147e-01,1.893895681575351153e+00,-7.844787675014908146e-01,2.300000000000000000e+01
9.999999999999994671e+00,-9.505758641843357060e-01,9.103705878618145730e-01,1.893895681575354706e+00,-7.844787675014879280e-01,2.400000000000000000e+01
9.999999999999996447e+00,-9.505758641843375933e-01,9.103705878618133518e-01,1.893895681575352485e+00,-7.844787675014841533e-01,2.500000000000000000e+01
9.999999999999991118e+00,-9.505758641843363721e-01,9.103705878618129077e-01,1.893895681575353818e+00,-7.844787675014859296e-01,2.600000000000000000e+01
9.999999999999998224e+00,-9.505758641843394807e-01,9.103705878618096881e-01,1.893895681575356704e+00,-7.844787675014847084e-01,2.700000000000000000e+01
9.999999999999996447e+00,-9.505758641843358170e-01,9.103705878618131297e-01,1.893895681575353596e+00,-7.844787675014880390e-01,2.800000000000000000e+01
1.000000000000000533e+01,-9.505758641843355949e-01,9.103705878618068015e-01,1.893895681575355816e+00,-7.844787675014841533e-01,2.900000000000000000e+01
9.999999999999987566e+00,-9.505758641843371493e-01,9.103705878618071345e-01,1.893895681575355816e+00,-7.844787675014857076e-01,3.000000000000000000e+01
9.999999999999992895e+00,-9.505758641843352619e-01,9.103705878618091329e-01,1.893895681575356704e+00,-7.844787675014872619e-01,3.100000000000000000e+01
9.999999999999994671e+00,-9.505758641843324863e-01,9.103705878618071345e-01,1.893895681575357370e+00,-7.844787675014888162e-01,3.200000000000000000e+01
9.999999999999994671e+00,-9.505758641843387036e-01,9.103705878618089109e-01,1.893895681575357592e+00,-7.844787675014881501e-01,3.300000000000000000e+01
